,GUID,SMALL_AREA,OBJECTID,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,GEOGID.x,Clusters
355,4c07d11d-fc47-851d-e053-ca3ca8c0ca7f,047083001/047083002,2504,IE05,Southern,IE053,South-West,CK,Cork County,18293,47083,Castlehaven South,047083001/047083002,A047083001/047083002,2
356,4c07d11d-fc48-851d-e053-ca3ca8c0ca7f,47293005,2505,IE05,Southern,IE053,South-West,CK,Cork County,18306,47293,Skibbereen Rural,47293005,A047293005,2
357,4c07d11d-fc49-851d-e053-ca3ca8c0ca7f,047082002/047082003,2506,IE05,Southern,IE053,South-West,CK,Cork County,18292,47082,Castlehaven North,047082002/047082003,A047082002/047082003,2
358,4c07d11d-fc4a-851d-e053-ca3ca8c0ca7f,47082001,2507,IE05,Southern,IE053,South-West,CK,Cork County,18292,47082,Castlehaven North,47082001,A047082001,1
359,4c07d11d-fc4b-851d-e053-ca3ca8c0ca7f,047082004/047082005,2508,IE05,Southern,IE053,South-West,CK,Cork County,18292,47082,Castlehaven North,047082004/047082005,A047082004/047082005,5
360,4c07d11d-fc4c-851d-e053-ca3ca8c0ca7f,47293003,2509,IE05,Southern,IE053,South-West,CK,Cork County,18306,47293,Skibbereen Rural,47293003,A047293003,1
361,4c07d11d-fc4d-851d-e053-ca3ca8c0ca7f,47293001,2510,IE05,Southern,IE053,South-West,CK,Cork County,18306,47293,Skibbereen Rural,47293001,A047293001,2
362,4c07d11d-fc4e-851d-e053-ca3ca8c0ca7f,47293002,2511,IE05,Southern,IE053,South-West,CK,Cork County,18306,47293,Skibbereen Rural,47293002,A047293002,2
456,4c07d11d-fdb3-851d-e053-ca3ca8c0ca7f,47032003,2512,IE05,Southern,IE053,South-West,CK,Cork County,18182,47032,Ballymartle,47032003,A047032003,1
457,4c07d11d-fdb4-851d-e053-ca3ca8c0ca7f,47306001,2513,IE05,Southern,IE053,South-West,CK,Cork County,18196,47306,Templemichael,47306001,A047306001,1
458,4c07d11d-fdb5-851d-e053-ca3ca8c0ca7f,47210004,2514,IE05,Southern,IE053,South-West,CK,Cork County,18187,47210,Kilmonoge,47210004,A047210004,4
459,4c07d11d-fdb6-851d-e053-ca3ca8c0ca7f,47120002,2515,IE05,Southern,IE053,South-West,CK,Cork County,18185,47120,Cullen,47120002,A047120002,4
269,4c07d11d-fb1d-851d-e053-ca3ca8c0ca7f,47164001,2529,IE05,Southern,IE053,South-West,CK,Cork County,18160,47164,Gortmore,47164001,A047164001,1
270,4c07d11d-fb1e-851d-e053-ca3ca8c0ca7f,47022001,2530,IE05,Southern,IE053,South-West,CK,Cork County,18222,47022,Ballyclogh,47022001,A047022001,1
271,4c07d11d-fb1f-851d-e053-ca3ca8c0ca7f,47140006,2531,IE05,Southern,IE053,South-West,CK,Cork County,18230,47140,Dromore,47140006,A047140006,1
272,4c07d11d-fb20-851d-e053-ca3ca8c0ca7f,47140008,2532,IE05,Southern,IE053,South-West,CK,Cork County,18230,47140,Dromore,47140008,A047140008,2
273,4c07d11d-fb21-851d-e053-ca3ca8c0ca7f,47245003,2533,IE05,Southern,IE053,South-West,CK,Cork County,18235,47245,Mallow Rural,47245003,A047245003,2
274,4c07d11d-fb22-851d-e053-ca3ca8c0ca7f,47245010,2534,IE05,Southern,IE053,South-West,CK,Cork County,18235,47245,Mallow Rural,47245010,A047245010,2
291,4c07d11d-fb7c-851d-e053-ca3ca8c0ca7f,47085002,2535,IE05,Southern,IE053,South-West,CK,Cork County,18153,47085,Castlemagner,47085002,A047085002,3
292,4c07d11d-fb7d-851d-e053-ca3ca8c0ca7f,47280001,2536,IE05,Southern,IE053,South-West,CK,Cork County,18172,47280,Roskeen,47280001,A047280001,2
293,4c07d11d-fb7e-851d-e053-ca3ca8c0ca7f,47206003,2537,IE05,Southern,IE053,South-West,CK,Cork County,18232,47206,Kilmaclenine,47206003,A047206003,2
294,4c07d11d-fb7f-851d-e053-ca3ca8c0ca7f,47081002,2538,IE05,Southern,IE053,South-West,CK,Cork County,18152,47081,Castlecor,47081002,A047081002,1
295,4c07d11d-fb80-851d-e053-ca3ca8c0ca7f,47022003,2539,IE05,Southern,IE053,South-West,CK,Cork County,18222,47022,Ballyclogh,47022003,A047022003,1
363,4c07d11d-fc4f-851d-e053-ca3ca8c0ca7f,47290002,2540,IE05,Southern,IE053,South-West,CK,Cork County,18305,47290,Shreelane,47290002,A047290002,1
364,4c07d11d-fc50-851d-e053-ca3ca8c0ca7f,047265005/047265006/047265007/047265008,2541,IE05,Southern,IE053,South-West,CK,Cork County,18304,47265,Myross,047265005/047265006/047265007/047265008,A047265005/047265006/047265007/047265008,2
365,4c07d11d-fc51-851d-e053-ca3ca8c0ca7f,047197003/047197005,2542,IE05,Southern,IE053,South-West,CK,Cork County,18301,47197,Kilfaughnabeg,047197003/047197005,A047197003/047197005,2
366,4c07d11d-fc52-851d-e053-ca3ca8c0ca7f,047197002/047197004,2543,IE05,Southern,IE053,South-West,CK,Cork County,18301,47197,Kilfaughnabeg,047197002/047197004,A047197002/047197004,5
367,4c07d11d-fc53-851d-e053-ca3ca8c0ca7f,47197001,2544,IE05,Southern,IE053,South-West,CK,Cork County,18301,47197,Kilfaughnabeg,47197001,A047197001,1
368,4c07d11d-fc54-851d-e053-ca3ca8c0ca7f,47321002,2545,IE05,Southern,IE053,South-West,CK,Cork County,18308,47321,Woodfort,47321002,A047321002,2
369,4c07d11d-fc55-851d-e053-ca3ca8c0ca7f,47290001,2546,IE05,Southern,IE053,South-West,CK,Cork County,18305,47290,Shreelane,47290001,A047290001,1
370,4c07d11d-fc56-851d-e053-ca3ca8c0ca7f,47057002,2547,IE05,Southern,IE053,South-West,CK,Cork County,18288,47057,Bredagh,47057002,A047057002,2
371,4c07d11d-fc57-851d-e053-ca3ca8c0ca7f,47073002,2548,IE05,Southern,IE053,South-West,CK,Cork County,18291,47073,Carrigbaun,47073002,A047073002,1
372,4c07d11d-fc58-851d-e053-ca3ca8c0ca7f,47232001,2549,IE05,Southern,IE053,South-West,CK,Cork County,18303,47232,Knockskagh,47232001,A047232001,1
373,4c07d11d-fc59-851d-e053-ca3ca8c0ca7f,47133002,2550,IE05,Southern,IE053,South-West,CK,Cork County,18296,47133,Drinagh,47133002,A047133002,2
374,4c07d11d-fc5a-851d-e053-ca3ca8c0ca7f,47104002,2551,IE05,Southern,IE053,South-West,CK,Cork County,18295,47104,Cloonkeen,47104002,A047104002,1
375,4c07d11d-fc5b-851d-e053-ca3ca8c0ca7f,047282005/047282006,2552,IE05,Southern,IE053,South-West,CK,Cork County,18071,47282,Rosscarbery,047282005/047282006,A047282005/047282006,2
376,4c07d11d-fc5c-851d-e053-ca3ca8c0ca7f,47274001,2553,IE05,Southern,IE053,South-West,CK,Cork County,18070,47274,Rathbarry,47274001,A047274001,2
377,4c07d11d-fc5d-851d-e053-ca3ca8c0ca7f,47274002,2554,IE05,Southern,IE053,South-West,CK,Cork County,18070,47274,Rathbarry,47274002,A047274002,1
378,4c07d11d-fc5e-851d-e053-ca3ca8c0ca7f,47011003,2555,IE05,Southern,IE053,South-West,CK,Cork County,18055,47011,Ardfield,47011003,A047011003,2
379,4c07d11d-fc5f-851d-e053-ca3ca8c0ca7f,47011001,2556,IE05,Southern,IE053,South-West,CK,Cork County,18055,47011,Ardfield,47011001,A047011001,1
380,4c07d11d-fcad-851d-e053-ca3ca8c0ca7f,47011004,2557,IE05,Southern,IE053,South-West,CK,Cork County,18055,47011,Ardfield,47011004,A047011004,2
381,4c07d11d-fcae-851d-e053-ca3ca8c0ca7f,47126001,2558,IE05,Southern,IE053,South-West,CK,Cork County,18063,47126,Derry,47126001,A047126001,2
382,4c07d11d-fcaf-851d-e053-ca3ca8c0ca7f,47110001,2559,IE05,Southern,IE053,South-West,CK,Cork County,18061,47110,Coolcraheen,47110001,A047110001,2
383,4c07d11d-fcb0-851d-e053-ca3ca8c0ca7f,47110003,2560,IE05,Southern,IE053,South-West,CK,Cork County,18061,47110,Coolcraheen,47110003,A047110003,2
384,4c07d11d-fcb1-851d-e053-ca3ca8c0ca7f,47089001,2561,IE05,Southern,IE053,South-West,CK,Cork County,18059,47089,Castleventry,47089001,A047089001,1
465,4c07d11e-0009-851d-e053-ca3ca8c0ca7f,47048003,2577,IE05,Southern,IE053,South-West,CK,Cork County,18199,47048,Béal Átha an Ghaorthaidh (Bealanageary),47048003,A047048003,5
466,4c07d11e-000a-851d-e053-ca3ca8c0ca7f,47048002,2578,IE05,Southern,IE053,South-West,CK,Cork County,18199,47048,Béal Átha an Ghaorthaidh (Bealanageary),47048002,A047048002,2
467,4c07d11e-000b-851d-e053-ca3ca8c0ca7f,47176003,2579,IE05,Southern,IE053,South-West,CK,Cork County,18209,47176,Inchigeelagh,47176003,A047176003,2
468,4c07d11e-000c-851d-e053-ca3ca8c0ca7f,47317001,2580,IE05,Southern,IE053,South-West,CK,Cork County,18220,47317,Warrenscourt,47317001,A047317001,1
469,4c07d11e-000d-851d-e053-ca3ca8c0ca7f,47249002,2581,IE05,Southern,IE053,South-West,CK,Cork County,18215,47249,Mashanaglass,47249002,A047249002,2
470,4c07d11e-000e-851d-e053-ca3ca8c0ca7f,47317002,2582,IE05,Southern,IE053,South-West,CK,Cork County,18220,47317,Warrenscourt,47317002,A047317002,1
471,4c07d11e-000f-851d-e053-ca3ca8c0ca7f,47263001,2583,IE05,Southern,IE053,South-West,CK,Cork County,18027,47263,Moviddy,47263001,A047263001,2
472,4c07d11e-0010-851d-e053-ca3ca8c0ca7f,47317003,2584,IE05,Southern,IE053,South-West,CK,Cork County,18220,47317,Warrenscourt,47317003,A047317003,2
473,4c07d11e-0011-851d-e053-ca3ca8c0ca7f,47214002,2585,IE05,Southern,IE053,South-West,CK,Cork County,18212,47214,Cill na Martra,47214002,A047214002,1
474,4c07d11e-0012-851d-e053-ca3ca8c0ca7f,47214001,2586,IE05,Southern,IE053,South-West,CK,Cork County,18212,47214,Cill na Martra,47214001,A047214001,1
475,4c07d11e-0013-851d-e053-ca3ca8c0ca7f,47214003,2587,IE05,Southern,IE053,South-West,CK,Cork County,18212,47214,Cill na Martra,47214003,A047214003,1
476,4c07d11e-0014-851d-e053-ca3ca8c0ca7f,47097003,2588,IE05,Southern,IE053,South-West,CK,Cork County,18203,47097,Clondrohid,47097003,A047097003,2
477,4c07d11e-0015-851d-e053-ca3ca8c0ca7f,47242002,2589,IE05,Southern,IE053,South-West,CK,Cork County,18213,47242,Macloneigh,47242002,A047242002,2
478,4c07d11e-0016-851d-e053-ca3ca8c0ca7f,47097001,2590,IE05,Southern,IE053,South-West,CK,Cork County,18203,47097,Clondrohid,47097001,A047097001,2
479,4c07d11e-0017-851d-e053-ca3ca8c0ca7f,47006002,2591,IE05,Southern,IE053,South-West,CK,Cork County,18197,47006,Aghinagh,47006002,A047006002,2
480,4c07d11e-001b-851d-e053-ca3ca8c0ca7f,47114003,2595,IE05,Southern,IE053,South-West,CK,Cork County,18266,47114,Coomlogane,47114003,A047114003,1
481,4c07d11e-007a-851d-e053-ca3ca8c0ca7f,47097004,2596,IE05,Southern,IE053,South-West,CK,Cork County,18203,47097,Clondrohid,47097004,A047097004,1
482,4c07d11e-007b-851d-e053-ca3ca8c0ca7f,47182003,2597,IE05,Southern,IE053,South-West,CK,Cork County,18210,47182,Kilberrihert,47182003,A047182003,1
483,4c07d11e-007c-851d-e053-ca3ca8c0ca7f,47136003,2598,IE05,Southern,IE053,South-West,CK,Cork County,18271,47136,Drishane,47136003,A047136003,2
484,4c07d11e-007d-851d-e053-ca3ca8c0ca7f,47266001,2599,IE05,Southern,IE053,South-West,CK,Cork County,18169,47266,Nad,47266001,A047266001,1
485,4c07d11e-007e-851d-e053-ca3ca8c0ca7f,47304002,2600,IE05,Southern,IE053,South-West,CK,Cork County,18031,47304,Templemartin,47304002,A047304002,1
486,4c07d11e-007f-851d-e053-ca3ca8c0ca7f,47263002,2601,IE05,Southern,IE053,South-West,CK,Cork County,18027,47263,Moviddy,47263002,A047263002,1
487,4c07d11e-0080-851d-e053-ca3ca8c0ca7f,47304001,2602,IE05,Southern,IE053,South-West,CK,Cork County,18031,47304,Templemartin,47304001,A047304001,1
488,4c07d11e-0081-851d-e053-ca3ca8c0ca7f,47263006,2603,IE05,Southern,IE053,South-West,CK,Cork County,18027,47263,Moviddy,47263006,A047263006,2
489,4c07d11e-0082-851d-e053-ca3ca8c0ca7f,47263003,2604,IE05,Southern,IE053,South-West,CK,Cork County,18027,47263,Moviddy,47263003,A047263003,1
490,4c07d11e-0083-851d-e053-ca3ca8c0ca7f,47263004,2605,IE05,Southern,IE053,South-West,CK,Cork County,18027,47263,Moviddy,47263004,A047263004,2
491,4c07d11e-0084-851d-e053-ca3ca8c0ca7f,47007004,2606,IE05,Southern,IE053,South-West,CK,Cork County,18198,47007,Aglish,47007004,A047007004,2
492,4c07d11e-0085-851d-e053-ca3ca8c0ca7f,47035001,2607,IE05,Southern,IE053,South-West,CK,Cork County,18014,47035,Ballymurphy,47035001,A047035001,1
493,4c07d11e-0086-851d-e053-ca3ca8c0ca7f,47183001,2608,IE05,Southern,IE053,South-West,CK,Cork County,18022,47183,Kilbonane,47183001,A047183001,2
494,4c07d11e-0087-851d-e053-ca3ca8c0ca7f,47028006,2609,IE05,Southern,IE053,South-West,CK,Cork County,18012,47028,Ballygroman,47028006,A047028006,2
495,4c07d11e-0088-851d-e053-ca3ca8c0ca7f,47016050,2610,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016050,A047016050,1
496,4c07d11e-0089-851d-e053-ca3ca8c0ca7f,47067002,2611,IE05,Southern,IE053,South-West,CK,Cork County,18201,47067,Cannaway,47067002,A047067002,1
497,4c07d11e-008a-851d-e053-ca3ca8c0ca7f,47007003,2612,IE05,Southern,IE053,South-West,CK,Cork County,18198,47007,Aglish,47007003,A047007003,2
460,4c07d11d-fdb7-851d-e053-ca3ca8c0ca7f,47120001,2613,IE05,Southern,IE053,South-West,CK,Cork County,18185,47120,Cullen,47120001,A047120001,1
461,4c07d11d-fdb8-851d-e053-ca3ca8c0ca7f,47215001,2614,IE05,Southern,IE053,South-West,CK,Cork County,18188,47215,Kilpatrick,47215001,A047215001,1
339,4c07d11d-fbea-851d-e053-ca3ca8c0ca7f,47159001,2620,IE05,Southern,IE053,South-West,CK,Cork County,18133,47159,Glanworth West,47159001,A047159001,1
340,4c07d11d-fbeb-851d-e053-ca3ca8c0ca7f,47238001,2621,IE05,Southern,IE053,South-West,CK,Cork County,18234,47238,Liscarroll,47238001,A047238001,2
341,4c07d11d-fbec-851d-e053-ca3ca8c0ca7f,47060004,2622,IE05,Southern,IE053,South-West,CK,Cork County,18224,47060,Buttevant,47060004,A047060004,2
342,4c07d11d-fbed-851d-e053-ca3ca8c0ca7f,47139002,2623,IE05,Southern,IE053,South-West,CK,Cork County,18158,47139,Dromina,47139002,A047139002,1
343,4c07d11d-fbee-851d-e053-ca3ca8c0ca7f,47256003,2624,IE05,Southern,IE053,South-West,CK,Cork County,18168,47256,Milford,47256003,A047256003,1
344,4c07d11d-fbef-851d-e053-ca3ca8c0ca7f,47257002,2625,IE05,Southern,IE053,South-West,CK,Cork County,18236,47257,Milltown,47257002,A047257002,1
345,4c07d11d-fbf0-851d-e053-ca3ca8c0ca7f,47297001,2626,IE05,Southern,IE053,South-West,CK,Cork County,18242,47297,Springfort,47297001,A047297001,1
346,4c07d11d-fbf1-851d-e053-ca3ca8c0ca7f,47090005,2627,IE05,Southern,IE053,South-West,CK,Cork County,18239,47090,Rathluirc,47090005,A047090005,2
522,4c07d11e-0101-851d-e053-ca3ca8c0ca7f,47239014,2693,IE05,Southern,IE053,South-West,CK,Cork County,18193,47239,Liscleary,47239014,A047239014,2
523,4c07d11e-0102-851d-e053-ca3ca8c0ca7f,47027005,2694,IE05,Southern,IE053,South-West,CK,Cork County,18076,47027,Ballygarvan,47027005,A047027005,2
524,4c07d11e-0103-851d-e053-ca3ca8c0ca7f,47235022,2695,IE05,Southern,IE053,South-West,CK,Cork County,18096,47235,Lehenagh,47235022,A047235022,2
525,4c07d11e-0104-851d-e053-ca3ca8c0ca7f,47132007,2696,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132007,A047132007,2
526,4c07d11e-0105-851d-e053-ca3ca8c0ca7f,47072003,2697,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072003,A047072003,2
527,4c07d11e-0106-851d-e053-ca3ca8c0ca7f,47132033,2698,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132033,A047132033,2
528,4c07d11e-0107-851d-e053-ca3ca8c0ca7f,47235028,2699,IE05,Southern,IE053,South-West,CK,Cork County,18096,47235,Lehenagh,47235028,A047235028,3
529,4c07d11e-0108-851d-e053-ca3ca8c0ca7f,47016031,2700,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016031,A047016031,4
530,4c07d11e-0165-851d-e053-ca3ca8c0ca7f,047052001/047052002,2701,IE05,Southern,IE053,South-West,CK,Cork County,18078,47052,Bishopstown (Part Rural),047052001/047052002,A047052001/047052002,5
531,4c07d11e-0166-851d-e053-ca3ca8c0ca7f,47054009,2702,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054009,A047054009,3
532,4c07d11e-0167-851d-e053-ca3ca8c0ca7f,47298009,2703,IE05,Southern,IE053,South-West,CK,Cork County,18103,47298,St. Mary's (Part Rural),47298009,A047298009,2
533,4c07d11e-0168-851d-e053-ca3ca8c0ca7f,47064001,2704,IE05,Southern,IE053,South-West,CK,Cork County,18081,47064,Caherlag,47064001,A047064001,2
534,4c07d11e-0169-851d-e053-ca3ca8c0ca7f,47277016,2705,IE05,Southern,IE053,South-West,CK,Cork County,18101,47277,Rathcooney (Part Rural),47277016,A047277016,2
535,4c07d11e-016a-851d-e053-ca3ca8c0ca7f,47277014,2706,IE05,Southern,IE053,South-West,CK,Cork County,18101,47277,Rathcooney (Part Rural),47277014,A047277014,2
536,4c07d11e-016b-851d-e053-ca3ca8c0ca7f,47101002,2707,IE05,Southern,IE053,South-West,CK,Cork County,18204,47101,Clonmoyle,47101002,A047101002,1
537,4c07d11e-016c-851d-e053-ca3ca8c0ca7f,47101001,2708,IE05,Southern,IE053,South-West,CK,Cork County,18204,47101,Clonmoyle,47101001,A047101001,1
538,4c07d11e-016d-851d-e053-ca3ca8c0ca7f,47244004,2709,IE05,Southern,IE053,South-West,CK,Cork County,18214,47244,Magourney,47244004,A047244004,1
539,4c07d11e-016e-851d-e053-ca3ca8c0ca7f,47262003,2710,IE05,Southern,IE053,South-West,CK,Cork County,18216,47262,Mountrivers,47262003,A047262003,1
540,4c07d11e-016f-851d-e053-ca3ca8c0ca7f,47193003,2711,IE05,Southern,IE053,South-West,CK,Cork County,18211,47193,Kilcullen,47193003,A047193003,1
541,4c07d11e-0170-851d-e053-ca3ca8c0ca7f,47135003,2712,IE05,Southern,IE053,South-West,CK,Cork County,18087,47135,Dripsey,47135003,A047135003,2
542,4c07d11e-0171-851d-e053-ca3ca8c0ca7f,47135002,2713,IE05,Southern,IE053,South-West,CK,Cork County,18087,47135,Dripsey,47135002,A047135002,2
543,4c07d11e-0172-851d-e053-ca3ca8c0ca7f,47250002,2714,IE05,Southern,IE053,South-West,CK,Cork County,18097,47250,Matehy,47250002,A047250002,2
544,4c07d11e-0173-851d-e053-ca3ca8c0ca7f,47250004,2715,IE05,Southern,IE053,South-West,CK,Cork County,18097,47250,Matehy,47250004,A047250004,1
545,4c07d11e-0174-851d-e053-ca3ca8c0ca7f,47250005,2716,IE05,Southern,IE053,South-West,CK,Cork County,18097,47250,Matehy,47250005,A047250005,2
546,4c07d11e-0175-851d-e053-ca3ca8c0ca7f,47169003,2717,IE05,Southern,IE053,South-West,CK,Cork County,18207,47169,Gowlane,47169003,A047169003,1
547,4c07d11e-0176-851d-e053-ca3ca8c0ca7f,47169004,2718,IE05,Southern,IE053,South-West,CK,Cork County,18207,47169,Gowlane,47169004,A047169004,1
548,4c07d11e-0177-851d-e053-ca3ca8c0ca7f,47169001,2719,IE05,Southern,IE053,South-West,CK,Cork County,18207,47169,Gowlane,47169001,A047169001,1
549,4c07d11e-0178-851d-e053-ca3ca8c0ca7f,47140002,2720,IE05,Southern,IE053,South-West,CK,Cork County,18230,47140,Dromore,47140002,A047140002,1
550,4c07d11e-0179-851d-e053-ca3ca8c0ca7f,47169002,2721,IE05,Southern,IE053,South-West,CK,Cork County,18207,47169,Gowlane,47169002,A047169002,1
551,4c07d11e-017a-851d-e053-ca3ca8c0ca7f,47171001,2722,IE05,Southern,IE053,South-West,CK,Cork County,18091,47171,Greenfort,47171001,A047171001,1
552,4c07d11e-017b-851d-e053-ca3ca8c0ca7f,47140001,2723,IE05,Southern,IE053,South-West,CK,Cork County,18230,47140,Dromore,47140001,A047140001,1
553,4c07d11e-017c-851d-e053-ca3ca8c0ca7f,47037001,2724,IE05,Southern,IE053,South-West,CK,Cork County,18223,47037,Ballynamona,47037001,A047037001,1
554,4c07d11e-017d-851d-e053-ca3ca8c0ca7f,47037002,2725,IE05,Southern,IE053,South-West,CK,Cork County,18223,47037,Ballynamona,47037002,A047037002,2
555,4c07d11e-017e-851d-e053-ca3ca8c0ca7f,47054015,2726,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054015,A047054015,2
556,4c07d11e-017f-851d-e053-ca3ca8c0ca7f,47054016,2727,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054016,A047054016,4
557,4c07d11e-0180-851d-e053-ca3ca8c0ca7f,47054003,2728,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054003,A047054003,2
558,4c07d11e-0181-851d-e053-ca3ca8c0ca7f,47320008,2729,IE05,Southern,IE053,South-West,CK,Cork County,18104,47320,Whitechurch,47320008,A047320008,2
559,4c07d11e-0182-851d-e053-ca3ca8c0ca7f,47171003,2730,IE05,Southern,IE053,South-West,CK,Cork County,18091,47171,Greenfort,47171003,A047171003,2
296,4c07d11d-fb81-851d-e053-ca3ca8c0ca7f,47245007,2731,IE05,Southern,IE053,South-West,CK,Cork County,18235,47245,Mallow Rural,47245007,A047245007,3
297,4c07d11d-fb82-851d-e053-ca3ca8c0ca7f,47245002,2732,IE05,Southern,IE053,South-West,CK,Cork County,18235,47245,Mallow Rural,47245002,A047245002,2
298,4c07d11d-fb83-851d-e053-ca3ca8c0ca7f,47206002,2733,IE05,Southern,IE053,South-West,CK,Cork County,18232,47206,Kilmaclenine,47206002,A047206002,1
299,4c07d11d-fb84-851d-e053-ca3ca8c0ca7f,47063001,2734,IE05,Southern,IE053,South-West,CK,Cork County,18225,47063,Caherduggan,47063001,A047063001,2
300,4c07d11d-fb85-851d-e053-ca3ca8c0ca7f,47060001,2735,IE05,Southern,IE053,South-West,CK,Cork County,18224,47060,Buttevant,47060001,A047060001,2
301,4c07d11d-fb86-851d-e053-ca3ca8c0ca7f,47063002,2736,IE05,Southern,IE053,South-West,CK,Cork County,18225,47063,Caherduggan,47063002,A047063002,1
302,4c07d11d-fb87-851d-e053-ca3ca8c0ca7f,47273002,2737,IE05,Southern,IE053,South-West,CK,Cork County,18238,47273,Rahan,47273002,A047273002,1
303,4c07d11d-fb88-851d-e053-ca3ca8c0ca7f,47260002,2738,IE05,Southern,IE053,South-West,CK,Cork County,18237,47260,Monanimy,47260002,A047260002,2
304,4c07d11d-fb89-851d-e053-ca3ca8c0ca7f,47129001,2739,IE05,Southern,IE053,South-West,CK,Cork County,18229,47129,Doneraile,47129001,A047129001,2
305,4c07d11d-fb8a-851d-e053-ca3ca8c0ca7f,47087002,2740,IE05,Southern,IE053,South-West,CK,Cork County,18128,47087,Castletownroche,47087002,A047087002,2
306,4c07d11d-fb8b-851d-e053-ca3ca8c0ca7f,47030002,2741,IE05,Southern,IE053,South-West,CK,Cork County,18122,47030,Ballyhooly,47030002,A047030002,3
336,4c07d11d-fbe7-851d-e053-ca3ca8c0ca7f,47030003,2742,IE05,Southern,IE053,South-West,CK,Cork County,18122,47030,Ballyhooly,47030003,A047030003,2
337,4c07d11d-fbe8-851d-e053-ca3ca8c0ca7f,47087004,2743,IE05,Southern,IE053,South-West,CK,Cork County,18128,47087,Castletownroche,47087004,A047087004,2
338,4c07d11d-fbe9-851d-e053-ca3ca8c0ca7f,47288003,2744,IE05,Southern,IE053,South-West,CK,Cork County,18240,47288,Shanballymore,47288003,A047288003,1
347,4c07d11d-fbf2-851d-e053-ca3ca8c0ca7f,47129002,2770,IE05,Southern,IE053,South-West,CK,Cork County,18229,47129,Doneraile,47129002,A047129002,2
348,4c07d11d-fbf3-851d-e053-ca3ca8c0ca7f,47129007,2771,IE05,Southern,IE053,South-West,CK,Cork County,18229,47129,Doneraile,47129007,A047129007,2
349,4c07d11d-fbf4-851d-e053-ca3ca8c0ca7f,47288002,2772,IE05,Southern,IE053,South-West,CK,Cork County,18240,47288,Shanballymore,47288002,A047288002,1
350,4c07d11d-fbf5-851d-e053-ca3ca8c0ca7f,47149001,2773,IE05,Southern,IE053,South-West,CK,Cork County,18279,47149,Farahy,47149001,A047149001,2
351,4c07d11d-fbf6-851d-e053-ca3ca8c0ca7f,47149002,2774,IE05,Southern,IE053,South-West,CK,Cork County,18279,47149,Farahy,47149002,A047149002,1
498,4c07d11e-008b-851d-e053-ca3ca8c0ca7f,47007002,2796,IE05,Southern,IE053,South-West,CK,Cork County,18198,47007,Aglish,47007002,A047007002,2
499,4c07d11e-008c-851d-e053-ca3ca8c0ca7f,47007001,2797,IE05,Southern,IE053,South-West,CK,Cork County,18198,47007,Aglish,47007001,A047007001,2
